state_name,county,Substate,mental_illness_percentage
Indiana,Vermillion,West,25.09%
Indiana,Vigo,West,25.09%
Indiana,Warren,West,25.09%
Indiana,White,West,25.09%
Iowa,Jasper,Central,19.78%
Iowa,Marion,Central,19.78%
Iowa,Polk,Central,19.78%
Iowa,Warren,Central,19.78%
Iowa,Boone,North Central,18.91%
Iowa,Cerro Gordo,North Central,18.91%
Iowa,Floyd,North Central,18.91%
Iowa,Franklin,North Central,18.91%
Iowa,Hancock,North Central,18.91%
Iowa,Hardin,North Central,18.91%
Iowa,Kossuth,North Central,18.91%
Iowa,Marshall,North Central,18.91%
Iowa,Mitchell,North Central,18.91%
Iowa,Poweshiek,North Central,18.91%
Iowa,Story,North Central,18.91%
Iowa,Tama,North Central,18.91%
Iowa,Winnebago,North Central,18.91%
Iowa,Worth,North Central,18.91%
Iowa,Allamakee,Northeast,19.29%
Iowa,Benton,Northeast,19.29%
Iowa,Black Hawk,Northeast,19.29%
Iowa,Bremer,Northeast,19.29%
Iowa,Buchanan,Northeast,19.29%
Iowa,Butler,Northeast,19.29%
Iowa,Chickasaw,Northeast,19.29%
Iowa,Clayton,Northeast,19.29%
Iowa,Clinton,Northeast,19.29%
Iowa,Delaware,Northeast,19.29%
Iowa,Dubuque,Northeast,19.29%
Iowa,Fayette,Northeast,19.29%
Iowa,Grundy,Northeast,19.29%
Iowa,Howard,Northeast,19.29%
Iowa,Jackson,Northeast,19.29%
Iowa,Jones,Northeast,19.29%
Iowa,Linn,Northeast,19.29%
Iowa,Winneshiek,Northeast,19.29%
Iowa,Audubon,Northwest,17.00%
Iowa,Buena Vista,Northwest,17.00%
Iowa,Calhoun,Northwest,17.00%
Iowa,Carroll,Northwest,17.00%
Iowa,Cherokee,Northwest,17.00%
Iowa,Clay,Northwest,17.00%
Iowa,Crawford,Northwest,17.00%
Iowa,Dickinson,Northwest,17.00%
Iowa,Emmet,Northwest,17.00%
Iowa,Greene,Northwest,17.00%
Iowa,Guthrie,Northwest,17.00%
Iowa,Hamilton,Northwest,17.00%
Iowa,Humboldt,Northwest,17.00%
Iowa,Ida,Northwest,17.00%
Iowa,Lyon,Northwest,17.00%
Iowa,Monona,Northwest,17.00%
Iowa,O'Brien,Northwest,17.00%
Iowa,Osceola,Northwest,17.00%
Iowa,Palo Alto,Northwest,17.00%
Iowa,Plymouth,Northwest,17.00%
Iowa,Pocahontas,Northwest,17.00%
Iowa,Sac,Northwest,17.00%
Iowa,Shelby,Northwest,17.00%
Iowa,Sioux,Northwest,17.00%
Iowa,Webster,Northwest,17.00%
Iowa,Woodbury,Northwest,17.00%
Iowa,Wright,Northwest,17.00%
Iowa,Appanoose,Southeast,20.31%
Iowa,Cedar,Southeast,20.31%
Iowa,Davis,Southeast,20.31%
Iowa,Des Moines,Southeast,20.31%
Iowa,Henry,Southeast,20.31%
Iowa,Iowa,Southeast,20.31%
Iowa,Jefferson,Southeast,20.31%
Iowa,Johnson,Southeast,20.31%
Iowa,Keokuk,Southeast,20.31%
Iowa,Lee,Southeast,20.31%
Iowa,Louisa,Southeast,20.31%
Iowa,Lucas,Southeast,20.31%
Iowa,Mahaska,Southeast,20.31%
Iowa,Monroe,Southeast,20.31%
Iowa,Muscatine,Southeast,20.31%
Iowa,Scott,Southeast,20.31%
Iowa,Van Buren,Southeast,20.31%
Iowa,Wapello,Southeast,20.31%
Iowa,Washington,Southeast,20.31%
Iowa,Wayne,Southeast,20.31%
Iowa,Adair,Southwest,18.12%
Iowa,Adams,Southwest,18.12%
Iowa,Cass,Southwest,18.12%
Iowa,Clarke,Southwest,18.12%
Iowa,Dallas,Southwest,18.12%
Iowa,Decatur,Southwest,18.12%
Iowa,Fremont,Southwest,18.12%
Iowa,Harrison,Southwest,18.12%
Iowa,Madison,Southwest,18.12%
Iowa,Mills,Southwest,18.12%
Iowa,Montgomery,Southwest,18.12%
Iowa,Page,Southwest,18.12%
Iowa,Pottawattamie,Southwest,18.12%
Iowa,Ringgold,Southwest,18.12%
Iowa,Taylor,Southwest,18.12%
Iowa,Union,Southwest,18.12%
Kansas,Atchison,Northeast,19.64%
Kansas,Brown,Northeast,19.64%
Kansas,Doniphan,Northeast,19.64%
Kansas,Douglas,Northeast,19.64%
Kansas,Franklin,Northeast,19.64%
Kansas,Geary,Northeast,19.64%
Kansas,Jackson,Northeast,19.64%
Kansas,Jefferson,Northeast,19.64%
Kansas,Johnson,Northeast,19.64%
Kansas,Leavenworth,Northeast,19.64%
Kansas,Lyon,Northeast,19.64%
Kansas,Marshall,Northeast,19.64%
Kansas,Miami,Northeast,19.64%
Kansas,Morris,Northeast,19.64%
Kansas,Nemaha,Northeast,19.64%
Kansas,Osage,Northeast,19.64%
Kansas,Pottawatomie,Northeast,19.64%
Kansas,Riley,Northeast,19.64%
Kansas,Shawnee,Northeast,19.64%
Kansas,Wabaunsee,Northeast,19.64%
Kansas,Wyandotte,Northeast,19.64%
Kansas,Cheyenne,Northwest and North Central,18.51%
Kansas,Decatur,Northwest and North Central,18.51%
Kansas,Ellis,Northwest and North Central,18.51%
Kansas,Gove,Northwest and North Central,18.51%
Kansas,Graham,Northwest and North Central,18.51%
Kansas,Logan,Northwest and North Central,18.51%
Kansas,Norton,Northwest and North Central,18.51%
Kansas,Phillips,Northwest and North Central,18.51%
Kansas,Rawlins,Northwest and North Central,18.51%
Kansas,Rooks,Northwest and North Central,18.51%
Kansas,Sheridan,Northwest and North Central,18.51%
Kansas,Sherman,Northwest and North Central,18.51%
Kansas,Thomas,Northwest and North Central,18.51%
Kansas,Trego,Northwest and North Central,18.51%
Kansas,Wallace,Northwest and North Central,18.51%
Kansas,Clay,Northwest and North Central,18.51%
Kansas,Cloud,Northwest and North Central,18.51%
Kansas,Dickinson,Northwest and North Central,18.51%
Kansas,Ellsworth,Northwest and North Central,18.51%
Kansas,Jewell,Northwest and North Central,18.51%
Kansas,Lincoln,Northwest and North Central,18.51%
Kansas,Mitchell,Northwest and North Central,18.51%
Kansas,Osborne,Northwest and North Central,18.51%
Kansas,Ottawa,Northwest and North Central,18.51%
Kansas,Republic,Northwest and North Central,18.51%
Kansas,Russell,Northwest and North Central,18.51%
Kansas,Saline,Northwest and North Central,18.51%
Kansas,Smith,Northwest and North Central,18.51%
Kansas,Washington,Northwest and North Central,18.51%
Kansas,Barber,South Central,19.46%
Kansas,Barton,South Central,19.46%
Kansas,Butler,South Central,19.46%
Kansas,Cowley,South Central,19.46%
Kansas,Harper,South Central,19.46%
Kansas,Harvey,South Central,19.46%
Kansas,Kingman,South Central,19.46%
Kansas,Marion,South Central,19.46%
Kansas,McPherson,South Central,19.46%
Kansas,Pratt,South Central,19.46%
Kansas,Reno,South Central,19.46%
Kansas,Rice,South Central,19.46%
Kansas,Sedgwick,South Central,19.46%
Kansas,Stafford,South Central,19.46%
Kansas,Sumner,South Central,19.46%
Kansas,Allen,Southeast,19.03%
Kansas,Anderson,Southeast,19.03%
Kansas,Bourbon,Southeast,19.03%
Kansas,Chase,Southeast,19.03%
Kansas,Chautauqua,Southeast,19.03%
Kansas,Cherokee,Southeast,19.03%
Kansas,Coffey,Southeast,19.03%
Kansas,Crawford,Southeast,19.03%
Kansas,Elk,Southeast,19.03%
Kansas,Greenwood,Southeast,19.03%
Kansas,Labette,Southeast,19.03%
Kansas,Linn,Southeast,19.03%
Kansas,Montgomery,Southeast,19.03%
Kansas,Neosho,Southeast,19.03%
Kansas,Wilson,Southeast,19.03%
Kansas,Woodson,Southeast,19.03%
Kansas,Clark,Southwest,17.95%
Kansas,Comanche,Southwest,17.95%
Kansas,Edwards,Southwest,17.95%
Kansas,Finney,Southwest,17.95%
Kansas,Ford,Southwest,17.95%
Kansas,Grant,Southwest,17.95%
Kansas,Gray,Southwest,17.95%
Kansas,Greeley,Southwest,17.95%
Kansas,Hamilton,Southwest,17.95%
Kansas,Haskell,Southwest,17.95%
Kansas,Hodgeman,Southwest,17.95%
Kansas,Kearny,Southwest,17.95%
Kansas,Kiowa,Southwest,17.95%
Kansas,Lane,Southwest,17.95%
Kansas,Meade,Southwest,17.95%
Kansas,Morton,Southwest,17.95%
Kansas,Ness,Southwest,17.95%
Kansas,Pawnee,Southwest,17.95%
Kansas,Rush,Southwest,17.95%
Kansas,Scott,Southwest,17.95%
Kansas,Seward,Southwest,17.95%
Kansas,Stanton,Southwest,17.95%
Kansas,Stevens,Southwest,17.95%
Kansas,Wichita,Southwest,17.95%
Kentucky,Adair,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Casey,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Clinton,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Cumberland,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Green,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,McCreary,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Pulaski,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Russell,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Taylor,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Wayne,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Bell,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Clay,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Harlan,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Jackson,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Knox,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Laurel,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Rockcastle,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Whitley,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Allen,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Barren,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Butler,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Edmonson,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Hart,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Logan,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Metcalfe,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Monroe,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Simpson,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Warren,"Adanta, Cumberland River, and Lifeskills",21.73%
Kentucky,Anderson,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Bourbon,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Boyle,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Clark,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Estill,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Fayette,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Franklin,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Garrard,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Harrison,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Jessamine,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Lincoln,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Madison,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Mercer,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Nicholas,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Powell,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Scott,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Woodford,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Bracken,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Fleming,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Lewis,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Mason,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Robertson,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Boone,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Campbell,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Carroll,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Gallatin,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Grant,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Kenton,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Owen,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Pendleton,"Bluegrass, Comprehend, and North Key",24.11%
Kentucky,Bullitt,Centerstone,21.69%
Kentucky,Henry,Centerstone,21.69%
Kentucky,Jefferson,Centerstone,21.69%
Kentucky,Oldham,Centerstone,21.69%
Kentucky,Shelby,Centerstone,21.69%
Kentucky,Spencer,Centerstone,21.69%
Kentucky,Trimble,Centerstone,21.69%
Kentucky,Breckinridge,Communicare and River Valley,20.49%
Kentucky,Grayson,Communicare and River Valley,20.49%
Kentucky,Hardin,Communicare and River Valley,20.49%
Kentucky,Larue,Communicare and River Valley,20.49%
Kentucky,Marion,Communicare and River Valley,20.49%
Kentucky,Meade,Communicare and River Valley,20.49%
Kentucky,Nelson,Communicare and River Valley,20.49%
Kentucky,Washington,Communicare and River Valley,20.49%
Kentucky,Daviess,Communicare and River Valley,20.49%
Kentucky,Hancock,Communicare and River Valley,20.49%
Kentucky,Henderson,Communicare and River Valley,20.49%
Kentucky,McLean,Communicare and River Valley,20.49%
Kentucky,Ohio,Communicare and River Valley,20.49%
Kentucky,Union,Communicare and River Valley,20.49%
Kentucky,Webster,Communicare and River Valley,20.49%
Kentucky,Ballard,Four Rivers and Pennyroyal,21.64%
Kentucky,Calloway,Four Rivers and Pennyroyal,21.64%
Kentucky,Carlisle,Four Rivers and Pennyroyal,21.64%
Kentucky,Fulton,Four Rivers and Pennyroyal,21.64%
Kentucky,Graves,Four Rivers and Pennyroyal,21.64%
Kentucky,Hickman,Four Rivers and Pennyroyal,21.64%
Kentucky,Livingston,Four Rivers and Pennyroyal,21.64%
Kentucky,Marshall,Four Rivers and Pennyroyal,21.64%
Kentucky,McCracken,Four Rivers and Pennyroyal,21.64%
Kentucky,Caldwell,Four Rivers and Pennyroyal,21.64%
Kentucky,Christian,Four Rivers and Pennyroyal,21.64%
Kentucky,Crittenden,Four Rivers and Pennyroyal,21.64%
Kentucky,Hopkins,Four Rivers and Pennyroyal,21.64%
Kentucky,Lyon,Four Rivers and Pennyroyal,21.64%
Kentucky,Muhlenberg,Four Rivers and Pennyroyal,21.64%
Kentucky,Todd,Four Rivers and Pennyroyal,21.64%
Kentucky,Trigg,Four Rivers and Pennyroyal,21.64%
Kentucky,Breathitt,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Knott,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Lee,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Leslie,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Letcher,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Owsley,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Perry,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Wolfe,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Floyd,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Johnson,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Magoffin,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Martin,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Pike,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Bath,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Boyd,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Carter,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Elliott,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Greenup,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Lawrence,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Menifee,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Montgomery,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Morgan,"Kentucky River, Mountain, and Pathways",23.85%
Kentucky,Rowan,"Kentucky River, Mountain, and Pathways",23.85%
Louisiana,Orleans,Region 1,19.46%
Louisiana,Plaquemines,Region 1,19.46%
Louisiana,St Bernard,Region 1,19.46%
Louisiana,Jefferson,Region 10 (Jefferson),20.28%
Louisiana,Ascension,Regions 2 and 9,19.67%
Louisiana,East Baton Rouge,Regions 2 and 9,19.67%
Louisiana,East Feliciana,Regions 2 and 9,19.67%
Louisiana,Iberville,Regions 2 and 9,19.67%
Louisiana,Pointe Coupee,Regions 2 and 9,19.67%
Louisiana,West Baton Rouge,Regions 2 and 9,19.67%
Louisiana,West Feliciana,Regions 2 and 9,19.67%
Louisiana,Livingston,Regions 2 and 9,19.67%
Louisiana,St Helena,Regions 2 and 9,19.67%
Louisiana,ST TAMMANY,Regions 2 and 9,19.67%
Louisiana,Tangipahoa,Regions 2 and 9,19.67%
Louisiana,Washington,Regions 2 and 9,19.67%
Louisiana,Assumption,Region 3,19.18%
Louisiana,Lafourche,Region 3,19.18%
Louisiana,St Charles,Region 3,19.18%
Louisiana,St James,Region 3,19.18%
Louisiana,St John the,Region 3,19.18%
Louisiana,   Baptist,Region 3,19.18%
Louisiana,St Mary,Region 3,19.18%
Louisiana,Terrebonne,Region 3,19.18%
Louisiana,Acadia,"Regions 4, 5, and 6",20.26%
Louisiana,Evangeline,"Regions 4, 5, and 6",20.26%
Louisiana,Iberia,"Regions 4, 5, and 6",20.26%
Louisiana,Lafayette,"Regions 4, 5, and 6",20.26%
Louisiana,ST LANDRY,"Regions 4, 5, and 6",20.26%
Louisiana,St Martin,"Regions 4, 5, and 6",20.26%
Louisiana,Vermilion,"Regions 4, 5, and 6",20.26%
Louisiana,Allen,"Regions 4, 5, and 6",20.26%
Louisiana,Beauregard,"Regions 4, 5, and 6",20.26%
Louisiana,Calcasieu,"Regions 4, 5, and 6",20.26%
Louisiana,Cameron,"Regions 4, 5, and 6",20.26%
Louisiana,Jefferson Davis,"Regions 4, 5, and 6",20.26%
Louisiana,Avoyelles,"Regions 4, 5, and 6",20.26%
Louisiana,Catahoula,"Regions 4, 5, and 6",20.26%
Louisiana,Concordia,"Regions 4, 5, and 6",20.26%
Louisiana,Grant,"Regions 4, 5, and 6",20.26%
Louisiana,La Salle,"Regions 4, 5, and 6",20.26%
Louisiana,Rapides,"Regions 4, 5, and 6",20.26%
Louisiana,Vernon,"Regions 4, 5, and 6",20.26%
Louisiana,Winn,"Regions 4, 5, and 6",20.26%
Louisiana,Bienville,Regions 7 and 8,19.07%
Louisiana,Bossier,Regions 7 and 8,19.07%
Louisiana,Caddo,Regions 7 and 8,19.07%
Louisiana,Claiborne,Regions 7 and 8,19.07%
Louisiana,De Soto,Regions 7 and 8,19.07%
Louisiana,Natchitoches,Regions 7 and 8,19.07%
Louisiana,Red River,Regions 7 and 8,19.07%
Louisiana,Sabine,Regions 7 and 8,19.07%
Louisiana,Webster,Regions 7 and 8,19.07%
Louisiana,Caldwell,Regions 7 and 8,19.07%
Louisiana,East Carroll,Regions 7 and 8,19.07%
Louisiana,Franklin,Regions 7 and 8,19.07%
Louisiana,Jackson,Regions 7 and 8,19.07%
Louisiana,Lincoln,Regions 7 and 8,19.07%
Louisiana,Madison,Regions 7 and 8,19.07%
Louisiana,Morehouse,Regions 7 and 8,19.07%
Louisiana,Ouachita,Regions 7 and 8,19.07%
Louisiana,Richland,Regions 7 and 8,19.07%
Louisiana,Tensas,Regions 7 and 8,19.07%
Louisiana,Union,Regions 7 and 8,19.07%
Louisiana,West Carroll,Regions 7 and 8,19.07%
Maine,Aroostook,Aroostook,19.03%
Maine,Hancock,Downeast,18.18%
Maine,Washington,Downeast,18.18%
Maine,Kennebec,Central,20.82%
Maine,Somerset,Central,20.82%
Maine,Cumberland,Cumberland,19.45%
Maine,Knox,Midcoast,18.40%
Maine,Lincoln,Midcoast,18.40%
Maine,Sagadahoc,Midcoast,18.40%
Maine,Waldo,Midcoast,18.40%
Maine,Penobscot,Penquis,21.36%
Maine,Piscataquis,Penquis,21.36%
Maine,Androscoggin,Western,22.22%
Maine,Franklin,Western,22.22%
Maine,Oxford,Western,22.22%
Maine,York,York,20.28%
Maryland,Anne Arundel,Anne Arundel,17.99%
Maryland,Baltimore City,Baltimore City,18.46%
Maryland,Baltimore,Baltimore County,17.70%
Maryland,Montgomery,Montgomery,15.08%
Maryland,Carroll,North Central,18.53%
Maryland,Howard,North Central,18.53%
Maryland,Caroline,Northeast,19.27%
Maryland,Cecil,Northeast,19.27%
Maryland,Harford,Northeast,19.27%
Maryland,Kent,Northeast,19.27%
Maryland,Queen Anne's,Northeast,19.27%
Maryland,Talbot,Northeast,19.27%
Maryland,Prince George's,Prince George's,14.36%
Maryland,Calvert,South,17.41%
Maryland,Charles,South,17.41%
Maryland,Dorchester,South,17.41%
Maryland,Somerset,South,17.41%
Maryland,ST MARY'S,South,17.41%
Maryland,Wicomico,South,17.41%
Maryland,Worcester,South,17.41%
Maryland,Allegany,West,17.38%
Maryland,Frederick,West,17.38%
Maryland,Garrett,West,17.38%
Maryland,Washington,West,17.38%
Massachusetts,BARNSTABLE,Southeast,21.30%
Massachusetts,BERKSHIRE,Western,22.20%
Massachusetts,BRISTOL,Southeast,21.30%
Massachusetts,ESSEX,Northeast,19.11%
Massachusetts,FRANKLIN,Western,22.20%
Massachusetts,HAMPDEN,Massachusetts,20.80%
Massachusetts,HAMPSHIRE,Western,22.20%
Massachusetts,MIDDLESEX,Massachusetts,20.80%
Massachusetts,NORFOLK,Massachusetts,20.80%
Massachusetts,PLYMOUTH,Massachusetts,20.80%
Massachusetts,SUFFOLK,Boston,24.23%
Massachusetts,WORCESTER,Massachusetts,20.80%
Michigan,Alger,Region 1,18.51%
Michigan,Baraga,Region 1,18.51%
Michigan,Chippewa,Region 1,18.51%
Michigan,Delta,Region 1,18.51%
Michigan,Dickinson,Region 1,18.51%
Michigan,Gogebic,Region 1,18.51%
Michigan,Houghton,Region 1,18.51%
Michigan,Iron,Region 1,18.51%
Michigan,Keweenaw,Region 1,18.51%
Michigan,Luce,Region 1,18.51%
Michigan,Mackinac,Region 1,18.51%
Michigan,Marquette,Region 1,18.51%
Michigan,Menominee,Region 1,18.51%
Michigan,Ontonagon,Region 1,18.51%
Michigan,Schoolcraft,Region 1,18.51%
Michigan,Alcona,Region 2,16.80%
Michigan,Alpena,Region 2,16.80%
Michigan,Antrim,Region 2,16.80%
Michigan,Benzie,Region 2,16.80%
Michigan,Charlevoix,Region 2,16.80%
Michigan,Cheboygan,Region 2,16.80%
Michigan,Crawford,Region 2,16.80%
Michigan,Emmet,Region 2,16.80%
Michigan,Grand Traverse,Region 2,16.80%
Michigan,Iosco,Region 2,16.80%
Michigan,Kalkaska,Region 2,16.80%
Michigan,Leelanau,Region 2,16.80%
Michigan,Manistee,Region 2,16.80%
Michigan,Missaukee,Region 2,16.80%
Michigan,Montmorency,Region 2,16.80%
Michigan,Ogemaw,Region 2,16.80%
Michigan,Oscoda,Region 2,16.80%
Michigan,Otsego,Region 2,16.80%
Michigan,Presque Isle,Region 2,16.80%
Michigan,Roscommon,Region 2,16.80%
Michigan,Wexford,Region 2,16.80%
Michigan,Allegan,Region 3,18.85%
Michigan,Kent,Region 3,18.85%
Michigan,Lake,Region 3,18.85%
Michigan,Mason,Region 3,18.85%
Michigan,Muskegon,Region 3,18.85%
Michigan,Oceana,Region 3,18.85%
Michigan,Ottawa,Region 3,18.85%
Michigan,Barry,Region 4,19.63%
Michigan,Berrien,Region 4,19.63%
Michigan,Branch,Region 4,19.63%
Michigan,Calhoun,Region 4,19.63%
Michigan,Cass,Region 4,19.63%
Michigan,Kalamazoo,Region 4,19.63%
Michigan,St Joseph,Region 4,19.63%
Michigan,Van Buren,Region 4,19.63%
Michigan,Arenac,Region 5,18.61%
Michigan,Bay,Region 5,18.61%
Michigan,Clare,Region 5,18.61%
Michigan,Clinton,Region 5,18.61%
Michigan,Eaton,Region 5,18.61%
Michigan,Gladwin,Region 5,18.61%
Michigan,Gratiot,Region 5,18.61%
Michigan,Hillsdale,Region 5,18.61%
Michigan,Huron,Region 5,18.61%
Michigan,Ingham,Region 5,18.61%
Michigan,Ionia,Region 5,18.61%
Michigan,Isabella,Region 5,18.61%
Michigan,Jackson,Region 5,18.61%
Michigan,Mecosta,Region 5,18.61%
Michigan,Midland,Region 5,18.61%
Michigan,Montcalm,Region 5,18.61%
Michigan,Newaygo,Region 5,18.61%
Michigan,Osceola,Region 5,18.61%
Michigan,Saginaw,Region 5,18.61%
Michigan,Shiawassee,Region 5,18.61%
Michigan,Tuscola,Region 5,18.61%
Michigan,Lenawee,Region 6,19.87%
Michigan,Livingston,Region 6,19.87%
Michigan,Monroe,Region 6,19.87%
Michigan,Washtenaw,Region 6,19.87%
Michigan,Wayne,Region 7,18.88%
Michigan,Oakland,Region 8,16.41%
Michigan,Macomb,Region 9,18.60%
Michigan,Genesee,Region 10,19.78%
Michigan,Lapeer,Region 10,19.78%
Michigan,Sanilac,Region 10,19.78%
Michigan,ST CLAIR,Region 10,19.78%
Minnesota,Becker,Region 1,17.90%
Minnesota,Beltrami,Region 1,17.90%
Minnesota,Clearwater,Region 1,17.90%
Minnesota,Hubbard,Region 1,17.90%
Minnesota,Kittson,Region 1,17.90%
Minnesota,Lake of the Woods,Region 1,17.90%
Minnesota,Mahnomen,Region 1,17.90%
Minnesota,Marshall,Region 1,17.90%
Minnesota,Norman,Region 1,17.90%
Minnesota,Pennington,Region 1,17.90%
Minnesota,Polk,Region 1,17.90%
Minnesota,Red Lake,Region 1,17.90%
Minnesota,Roseau,Region 1,17.90%
Minnesota,Aitkin,Region 2,19.04%
Minnesota,Carlton,Region 2,19.04%
Minnesota,Cook,Region 2,19.04%
Minnesota,Itasca,Region 2,19.04%
Minnesota,Koochiching,Region 2,19.04%
Minnesota,Lake,Region 2,19.04%
Minnesota,ST LOUIS,Region 2,19.04%
Minnesota,Cass,Region 3,18.96%
Minnesota,Clay,Region 3,18.96%
Minnesota,Crow Wing,Region 3,18.96%
Minnesota,Douglas,Region 3,18.96%
Minnesota,Grant,Region 3,18.96%
Minnesota,Otter Tail,Region 3,18.96%
Minnesota,Pope,Region 3,18.96%
Minnesota,Stevens,Region 3,18.96%
Minnesota,Todd,Region 3,18.96%
Minnesota,Traverse,Region 3,18.96%
Minnesota,Wadena,Region 3,18.96%
Minnesota,Wilkin,Region 3,18.96%
Minnesota,Benton,Region 4,18.62%
Minnesota,Chisago,Region 4,18.62%
Minnesota,Isanti,Region 4,18.62%
Minnesota,Kanabec,Region 4,18.62%
Minnesota,Mille Lacs,Region 4,18.62%
Minnesota,Morrison,Region 4,18.62%
Minnesota,Pine,Region 4,18.62%
Minnesota,Sherburne,Region 4,18.62%
Minnesota,Stearns,Region 4,18.62%
Minnesota,Wright,Region 4,18.62%
Minnesota,Big Stone,Region 5,17.87%
Minnesota,Blue Earth,Region 5,17.87%
Minnesota,Brown,Region 5,17.87%
Minnesota,Chippewa,Region 5,17.87%
Minnesota,Cottonwood,Region 5,17.87%
Minnesota,Faribault,Region 5,17.87%
Minnesota,Jackson,Region 5,17.87%
Minnesota,Kandiyohi,Region 5,17.87%
Minnesota,Lac qui Parle,Region 5,17.87%
Minnesota,Le Sueur,Region 5,17.87%
Minnesota,Lincoln,Region 5,17.87%
Minnesota,Lyon,Region 5,17.87%
Minnesota,Martin,Region 5,17.87%
Minnesota,McLeod,Region 5,17.87%
Minnesota,Meeker,Region 5,17.87%
Minnesota,Murray,Region 5,17.87%
Minnesota,Nicollet,Region 5,17.87%
